gen_tech,gen_load_zone,gen_energy_source,period,Energy_GWh_typical_yr,VariableCost_per_yr,DispatchEmissions_tCO2_per_typical_yr
Auto-Cog,ANT-CHO,NONE,2020,53.55292799999989,0.0,0.0
Auto-Cog,ANT-CHO,NONE,2025,53.55292799999989,0.0,0.0
Auto-Cog,ANT-CHO,NONE,2030,53.55292799999989,0.0,0.0
Auto-Cog,ANT-CHO,NONE,2035,53.55292799999989,0.0,0.0
Auto-Cog,ANT-CHO,NONE,2040,53.55292799999989,0.0,0.0
Auto-Cog,ANT-CHO,NONE,2045,53.55292799999989,0.0,0.0
Auto-Cog,ATLANTICO,NONE,2020,6.2668319999999955,0.0,0.0
Auto-Cog,ATLANTICO,NONE,2025,6.2668319999999955,0.0,0.0
Auto-Cog,ATLANTICO,NONE,2030,6.2668319999999955,0.0,0.0
Auto-Cog,ATLANTICO,NONE,2035,6.2668319999999955,0.0,0.0
Auto-Cog,ATLANTICO,NONE,2040,6.2668319999999955,0.0,0.0
Auto-Cog,ATLANTICO,NONE,2045,6.2668319999999955,0.0,0.0
Auto-Cog,BOG-CUN,NONE,2020,9.685103999999983,0.0,0.0
Auto-Cog,BOG-CUN,NONE,2025,9.685103999999983,0.0,0.0
Auto-Cog,BOG-CUN,NONE,2030,9.685103999999983,0.0,0.0
Auto-Cog,BOG-CUN,NONE,2035,9.685103999999983,0.0,0.0
Auto-Cog,BOG-CUN,NONE,2040,9.685103999999983,0.0,0.0
Auto-Cog,BOG-CUN,NONE,2045,9.685103999999983,0.0,0.0
Auto-Cog,BOLIVAR,NONE,2020,112.80297599999966,0.0,0.0
Auto-Cog,BOLIVAR,NONE,2025,112.80297599999966,0.0,0.0
Auto-Cog,BOLIVAR,NONE,2030,112.80297599999966,0.0,0.0
Auto-Cog,BOLIVAR,NONE,2035,112.80297599999966,0.0,0.0
Auto-Cog,BOLIVAR,NONE,2040,112.80297599999966,0.0,0.0
Auto-Cog,BOLIVAR,NONE,2045,112.80297599999966,0.0,0.0
Auto-Cog,CAUCA,NONE,2020,170.3438880000001,0.0,0.0
Auto-Cog,CAUCA,NONE,2025,170.34388800000013,0.0,0.0
Auto-Cog,CAUCA,NONE,2030,170.34388800000016,0.0,0.0
Auto-Cog,CAUCA,NONE,2035,170.34388800000013,0.0,0.0
Auto-Cog,CAUCA,NONE,2040,170.3438880000002,0.0,0.0
Auto-Cog,CAUCA,NONE,2045,170.3438880000001,0.0,0.0
Auto-Cog,CQR,NONE,2020,85.45679999999994,0.0,0.0
Auto-Cog,CQR,NONE,2025,85.45679999999994,0.0,0.0
Auto-Cog,CQR,NONE,2030,85.45679999999994,0.0,0.0
Auto-Cog,CQR,NONE,2035,85.45679999999994,0.0,0.0
Auto-Cog,CQR,NONE,2040,85.45679999999994,0.0,0.0
Auto-Cog,CQR,NONE,2045,85.45679999999994,0.0,0.0
Auto-Cog,GCM,NONE,2020,12.818519999999973,0.0,0.0
Auto-Cog,GCM,NONE,2025,12.818519999999973,0.0,0.0
Auto-Cog,GCM,NONE,2030,12.818519999999973,0.0,0.0
Auto-Cog,GCM,NONE,2035,12.818519999999973,0.0,0.0
Auto-Cog,GCM,NONE,2040,12.818519999999973,0.0,0.0
Auto-Cog,GCM,NONE,2045,12.818519999999973,0.0,0.0
Auto-Cog,MET-GUAV,NONE,2020,9.115392,0.0,0.0
Auto-Cog,MET-GUAV,NONE,2025,9.115392,0.0,0.0
Auto-Cog,MET-GUAV,NONE,2030,9.115392,0.0,0.0
Auto-Cog,MET-GUAV,NONE,2035,9.115392,0.0,0.0
Auto-Cog,MET-GUAV,NONE,2040,9.115392,0.0,0.0
Auto-Cog,MET-GUAV,NONE,2045,9.115392,0.0,0.0
Auto-Cog,VALLE,NONE,2020,269.47377599999993,0.0,0.0
Auto-Cog,VALLE,NONE,2025,269.47377599999993,0.0,0.0
Auto-Cog,VALLE,NONE,2030,269.473776,0.0,0.0
Auto-Cog,VALLE,NONE,2035,269.473776,0.0,0.0
Auto-Cog,VALLE,NONE,2040,269.47377600000004,0.0,0.0
Auto-Cog,VALLE,NONE,2045,269.47377599999993,0.0,0.0
Eolica,ANT-CHO,Wind,2020,653.4483411942888,0.0,0.0
Eolica,ANT-CHO,Wind,2025,884.6065247236189,0.0,0.0
Eolica,ANT-CHO,Wind,2030,1306.8966823885773,0.0,0.0
Eolica,ANT-CHO,Wind,2035,1474.3442078726982,0.0,0.0
Eolica,ANT-CHO,Wind,2040,1829.6553553440112,0.0,0.0
Eolica,ANT-CHO,Wind,2045,1887.1605860770562,0.0,0.0
Eolica,ATLANTICO,Wind,2020,653.4483411942888,0.0,0.0
Eolica,ATLANTICO,Wind,2025,884.6065247236185,0.0,0.0
Eolica,ATLANTICO,Wind,2030,1306.8966823885773,0.0,0.0
Eolica,ATLANTICO,Wind,2035,1474.344207872698,0.0,0.0
Eolica,ATLANTICO,Wind,2040,1829.655355344011,0.0,0.0
Eolica,ATLANTICO,Wind,2045,1887.1605860770565,0.0,0.0
Eolica,BOG-CUN,Wind,2020,653.4483411942887,0.0,0.0
Eolica,BOG-CUN,Wind,2025,884.6065247236188,0.0,0.0
Eolica,BOG-CUN,Wind,2030,1306.8966823885776,0.0,0.0
Eolica,BOG-CUN,Wind,2035,1474.3442078726978,0.0,0.0
Eolica,BOG-CUN,Wind,2040,1829.65535534401,0.0,0.0
Eolica,BOG-CUN,Wind,2045,1887.1605860770562,0.0,0.0
Eolica,BOLIVAR,Wind,2020,653.4483411942888,0.0,0.0
Eolica,BOLIVAR,Wind,2025,884.6065247236189,0.0,0.0
Eolica,BOLIVAR,Wind,2030,1306.896682388577,0.0,0.0
Eolica,BOLIVAR,Wind,2035,1474.344207872698,0.0,0.0
Eolica,BOLIVAR,Wind,2040,1829.6553553440115,0.0,0.0
Eolica,BOLIVAR,Wind,2045,1887.1605860770562,0.0,0.0
Eolica,BOY-CAS,Wind,2020,653.4483411942888,0.0,0.0
Eolica,BOY-CAS,Wind,2025,884.6065247236188,0.0,0.0
Eolica,BOY-CAS,Wind,2030,1306.8966823885776,0.0,0.0
Eolica,BOY-CAS,Wind,2035,1474.3442078726978,0.0,0.0
Eolica,BOY-CAS,Wind,2040,1829.6553553440108,0.0,0.0
Eolica,BOY-CAS,Wind,2045,1887.1605860770565,0.0,0.0
Eolica,CAUCA,Wind,2020,653.4483411942884,0.0,0.0
Eolica,CAUCA,Wind,2025,884.6065247236185,0.0,0.0
Eolica,CAUCA,Wind,2030,1306.896682388578,0.0,0.0
Eolica,CAUCA,Wind,2035,1474.3442078726973,0.0,0.0
Eolica,CAUCA,Wind,2040,1829.6553553440108,0.0,0.0
Eolica,CAUCA,Wind,2045,1887.1605860770558,0.0,0.0
Eolica,COR-SUC,Wind,2020,653.4483411942887,0.0,0.0
Eolica,COR-SUC,Wind,2025,884.6065247236186,0.0,0.0
Eolica,COR-SUC,Wind,2030,1306.896682388578,0.0,0.0
Eolica,COR-SUC,Wind,2035,1474.344207872698,0.0,0.0
Eolica,COR-SUC,Wind,2040,1829.655355344011,0.0,0.0
Eolica,COR-SUC,Wind,2045,1887.1605860770562,0.0,0.0
Eolica,CQR,Wind,2020,653.4483411942889,0.0,0.0
Eolica,CQR,Wind,2025,884.6065247236186,0.0,0.0
Eolica,CQR,Wind,2030,1306.8966823885778,0.0,0.0
Eolica,CQR,Wind,2035,1474.3442078726973,0.0,0.0
Eolica,CQR,Wind,2040,1829.6553553440115,0.0,0.0
Eolica,CQR,Wind,2045,1887.160586077057,0.0,0.0
Eolica,GCM,Wind,2020,755.0941457517292,0.0,0.0
Eolica,GCM,Wind,2025,986.2523292810598,0.0,0.0
Eolica,GCM,Wind,2030,1408.5424869460167,0.0,0.0
Eolica,GCM,Wind,2035,1575.9900124301366,0.0,0.0
Eolica,GCM,Wind,2040,1931.3011599014476,0.0,0.0
Eolica,GCM,Wind,2045,1988.8063906344937,0.0,0.0
Eolica,HTC,Wind,2020,653.4483411942888,0.0,0.0
Eolica,HTC,Wind,2025,884.6065247236187,0.0,0.0
Eolica,HTC,Wind,2030,1306.8966823885773,0.0,0.0
Eolica,HTC,Wind,2035,1474.344207872698,0.0,0.0
Eolica,HTC,Wind,2040,1829.6553553440112,0.0,0.0
Eolica,HTC,Wind,2045,1887.1605860770562,0.0,0.0
Eolica,MET-GUAV,Wind,2020,653.4483411942887,0.0,0.0
Eolica,MET-GUAV,Wind,2025,884.6065247236187,0.0,0.0
Eolica,MET-GUAV,Wind,2030,1306.8966823885771,0.0,0.0
Eolica,MET-GUAV,Wind,2035,1474.3442078726976,0.0,0.0
Eolica,MET-GUAV,Wind,2040,1829.6553553440106,0.0,0.0
Eolica,MET-GUAV,Wind,2045,1887.1605860770562,0.0,0.0
Eolica,NAR-PUT,Wind,2020,653.4483411942887,0.0,0.0
Eolica,NAR-PUT,Wind,2025,884.6065247236188,0.0,0.0
Eolica,NAR-PUT,Wind,2030,1306.8966823885771,0.0,0.0
Eolica,NAR-PUT,Wind,2035,1474.3442078726982,0.0,0.0
Eolica,NAR-PUT,Wind,2040,1829.6553553440103,0.0,0.0
Eolica,NAR-PUT,Wind,2045,1887.1605860770565,0.0,0.0
Eolica,NSANT,Wind,2020,653.4483411942887,0.0,0.0
Eolica,NSANT,Wind,2025,884.6065247236188,0.0,0.0
Eolica,NSANT,Wind,2030,1306.8966823885776,0.0,0.0
Eolica,NSANT,Wind,2035,1474.344207872698,0.0,0.0
Eolica,NSANT,Wind,2040,1829.6553553440108,0.0,0.0
Eolica,NSANT,Wind,2045,1887.160586077057,0.0,0.0
Eolica,SANT-ARA,Wind,2020,653.4483411942883,0.0,0.0
Eolica,SANT-ARA,Wind,2025,884.6065247236186,0.0,0.0
Eolica,SANT-ARA,Wind,2030,1306.896682388577,0.0,0.0
Eolica,SANT-ARA,Wind,2035,1474.3442078726976,0.0,0.0
Eolica,SANT-ARA,Wind,2040,1829.655355344011,0.0,0.0
Eolica,SANT-ARA,Wind,2045,1887.1605860770565,0.0,0.0
Eolica,VALLE,Wind,2020,653.4483411942886,0.0,0.0
Eolica,VALLE,Wind,2025,884.6065247236188,0.0,0.0
Eolica,VALLE,Wind,2030,1306.8966823885776,0.0,0.0
Eolica,VALLE,Wind,2035,1474.3442078726978,0.0,0.0
Eolica,VALLE,Wind,2040,1829.6553553440103,0.0,0.0
Eolica,VALLE,Wind,2045,1887.1605860770567,0.0,0.0
Hidro,ANT-CHO,Water,2020,20255.452800000072,0.0,0.0
Hidro,ANT-CHO,Water,2025,20798.870400000047,0.0,0.0
Hidro,ANT-CHO,Water,2030,20907.553920000046,0.0,0.0
Hidro,ANT-CHO,Water,2035,21016.23744000005,0.0,0.0
Hidro,ANT-CHO,Water,2040,21070.579200000084,0.0,0.0
Hidro,ANT-CHO,Water,2045,21124.92096000008,0.0,0.0
Hidro,ATLANTICO,Water,2020,0.0,0.0,0.0
Hidro,ATLANTICO,Water,2025,0.0,0.0,0.0
Hidro,ATLANTICO,Water,2030,0.0,0.0,0.0
Hidro,ATLANTICO,Water,2035,0.0,0.0,0.0
Hidro,ATLANTICO,Water,2040,0.0,0.0,0.0
Hidro,ATLANTICO,Water,2045,0.0,0.0,0.0
Hidro,BOG-CUN,Water,2020,14286.624000000013,0.0,0.0
Hidro,BOG-CUN,Water,2025,14286.624000000038,0.0,0.0
Hidro,BOG-CUN,Water,2030,14286.624000000025,0.0,0.0
Hidro,BOG-CUN,Water,2035,14286.624000000036,0.0,0.0
Hidro,BOG-CUN,Water,2040,14286.62400000004,0.0,0.0
Hidro,BOG-CUN,Water,2045,14286.624000000034,0.0,0.0
Hidro,BOLIVAR,Water,2020,0.0,0.0,0.0
Hidro,BOLIVAR,Water,2025,0.0,0.0,0.0
Hidro,BOLIVAR,Water,2030,0.0,0.0,0.0
Hidro,BOLIVAR,Water,2035,0.0,0.0,0.0
Hidro,BOLIVAR,Water,2040,0.0,0.0,0.0
Hidro,BOLIVAR,Water,2045,0.0,0.0,0.0
Hidro,BOY-CAS,Water,2020,0.0,0.0,0.0
Hidro,BOY-CAS,Water,2025,0.0,0.0,0.0
Hidro,BOY-CAS,Water,2030,0.0,0.0,0.0
Hidro,BOY-CAS,Water,2035,0.0,0.0,0.0
Hidro,BOY-CAS,Water,2040,0.0,0.0,0.0
Hidro,BOY-CAS,Water,2045,0.0,0.0,0.0
Hidro,CAUCA,Water,2020,0.0,0.0,0.0
Hidro,CAUCA,Water,2025,0.0,0.0,0.0
Hidro,CAUCA,Water,2030,0.0,0.0,0.0
Hidro,CAUCA,Water,2035,0.0,0.0,0.0
Hidro,CAUCA,Water,2040,0.0,0.0,0.0
Hidro,CAUCA,Water,2045,0.0,0.0,0.0
Hidro,COR-SUC,Water,2020,1393.6031999999996,0.0,0.0
Hidro,COR-SUC,Water,2025,1393.6031999999987,0.0,0.0
Hidro,COR-SUC,Water,2030,1393.6031999999996,0.0,0.0
Hidro,COR-SUC,Water,2035,1393.6031999999989,0.0,0.0
Hidro,COR-SUC,Water,2040,1393.6031999999987,0.0,0.0
Hidro,COR-SUC,Water,2045,1393.6031999999987,0.0,0.0
Hidro,CQR,Water,2020,1235.8368000000019,0.0,0.0
Hidro,CQR,Water,2025,1235.8368000000019,0.0,0.0
Hidro,CQR,Water,2030,1235.8368000000014,0.0,0.0
Hidro,CQR,Water,2035,1235.836800000002,0.0,0.0
Hidro,CQR,Water,2040,1235.8368000000025,0.0,0.0
Hidro,CQR,Water,2045,1235.8368000000014,0.0,0.0
Hidro,GCM,Water,2020,0.0,0.0,0.0
Hidro,GCM,Water,2025,0.0,0.0,0.0
Hidro,GCM,Water,2030,0.0,0.0,0.0
Hidro,GCM,Water,2035,0.0,0.0,0.0
Hidro,GCM,Water,2040,0.0,0.0,0.0
Hidro,GCM,Water,2045,0.0,0.0,0.0
Hidro,HTC,Water,2020,4645.3439999999955,0.0,0.0
Hidro,HTC,Water,2025,5188.761599999998,0.0,0.0
Hidro,HTC,Water,2030,5297.445119999983,0.0,0.0
Hidro,HTC,Water,2035,5406.128639999984,0.0,0.0
Hidro,HTC,Water,2040,5460.470399999969,0.0,0.0
Hidro,HTC,Water,2045,5514.812159999976,0.0,0.0
Hidro,MET-GUAV,Water,2020,0.0,0.0,0.0
Hidro,MET-GUAV,Water,2025,0.0,0.0,0.0
Hidro,MET-GUAV,Water,2030,0.0,0.0,0.0
Hidro,MET-GUAV,Water,2035,0.0,0.0,0.0
Hidro,MET-GUAV,Water,2040,0.0,0.0,0.0
Hidro,MET-GUAV,Water,2045,0.0,0.0,0.0
Hidro,NAR-PUT,Water,2020,0.0,0.0,0.0
Hidro,NAR-PUT,Water,2025,0.0,0.0,0.0
Hidro,NAR-PUT,Water,2030,0.0,0.0,0.0
Hidro,NAR-PUT,Water,2035,0.0,0.0,0.0
Hidro,NAR-PUT,Water,2040,0.0,0.0,0.0
Hidro,NAR-PUT,Water,2045,0.0,0.0,0.0
Hidro,NSANT,Water,2020,0.0,0.0,0.0
Hidro,NSANT,Water,2025,271.70879999999977,0.0,0.0
Hidro,NSANT,Water,2030,326.05055999999985,0.0,0.0
Hidro,NSANT,Water,2035,380.3923200000005,0.0,0.0
Hidro,NSANT,Water,2040,434.7340800000002,0.0,0.0
Hidro,NSANT,Water,2045,489.0758399999998,0.0,0.0
Hidro,SANT-ARA,Water,2020,3374.448000000006,0.0,0.0
Hidro,SANT-ARA,Water,2025,3374.448000000003,0.0,0.0
Hidro,SANT-ARA,Water,2030,3374.4480000000053,0.0,0.0
Hidro,SANT-ARA,Water,2035,3374.4480000000026,0.0,0.0
Hidro,SANT-ARA,Water,2040,3374.4480000000035,0.0,0.0
Hidro,SANT-ARA,Water,2045,3374.448000000005,0.0,0.0
Hidro,VALLE,Water,2020,3488.390400000002,0.0,0.0
Hidro,VALLE,Water,2025,4031.808000000007,0.0,0.0
Hidro,VALLE,Water,2030,4140.491519999991,0.0,0.0
Hidro,VALLE,Water,2035,4249.175040000002,0.0,0.0
Hidro,VALLE,Water,2040,4303.516799999991,0.0,0.0
Hidro,VALLE,Water,2045,4357.858559999995,0.0,0.0
Menores,ANT-CHO,RunofRiver,2020,1648.4863115969993,0.0,0.0
Menores,ANT-CHO,RunofRiver,2025,1648.486311597,0.0,0.0
Menores,ANT-CHO,RunofRiver,2030,1648.486311596999,0.0,0.0
Menores,ANT-CHO,RunofRiver,2035,1648.4863115969995,0.0,0.0
Menores,ANT-CHO,RunofRiver,2040,1648.4863115969997,0.0,0.0
Menores,ANT-CHO,RunofRiver,2045,1648.4863115969995,0.0,0.0
Menores,BOG-CUN,RunofRiver,2020,646.2981914308135,0.0,0.0
Menores,BOG-CUN,RunofRiver,2025,646.2981914308134,0.0,0.0
Menores,BOG-CUN,RunofRiver,2030,646.2981914308135,0.0,0.0
Menores,BOG-CUN,RunofRiver,2035,646.2981914308135,0.0,0.0
Menores,BOG-CUN,RunofRiver,2040,646.2981914308135,0.0,0.0
Menores,BOG-CUN,RunofRiver,2045,646.2981914308134,0.0,0.0
Menores,CAUCA,RunofRiver,2020,245.1498321455038,0.0,0.0
Menores,CAUCA,RunofRiver,2025,245.1498321455038,0.0,0.0
Menores,CAUCA,RunofRiver,2030,245.1498321455038,0.0,0.0
Menores,CAUCA,RunofRiver,2035,245.1498321455038,0.0,0.0
Menores,CAUCA,RunofRiver,2040,245.1498321455038,0.0,0.0
Menores,CAUCA,RunofRiver,2045,245.1498321455038,0.0,0.0
Menores,CQR,RunofRiver,2020,251.9776126164001,0.0,0.0
Menores,CQR,RunofRiver,2025,251.97761261640014,0.0,0.0
Menores,CQR,RunofRiver,2030,251.9776126164001,0.0,0.0
Menores,CQR,RunofRiver,2035,251.97761261640014,0.0,0.0
Menores,CQR,RunofRiver,2040,251.97761261640014,0.0,0.0
Menores,CQR,RunofRiver,2045,251.97761261640014,0.0,0.0
Menores,HTC,RunofRiver,2020,151.77180589591669,0.0,0.0
Menores,HTC,RunofRiver,2025,151.7718058959167,0.0,0.0
Menores,HTC,RunofRiver,2030,151.77180589591669,0.0,0.0
Menores,HTC,RunofRiver,2035,151.77180589591669,0.0,0.0
Menores,HTC,RunofRiver,2040,151.77180589591666,0.0,0.0
Menores,HTC,RunofRiver,2045,151.77180589591666,0.0,0.0
Menores,NAR-PUT,RunofRiver,2020,154.76302400697577,0.0,0.0
Menores,NAR-PUT,RunofRiver,2025,154.76302400697577,0.0,0.0
Menores,NAR-PUT,RunofRiver,2030,154.76302400697577,0.0,0.0
Menores,NAR-PUT,RunofRiver,2035,154.76302400697577,0.0,0.0
Menores,NAR-PUT,RunofRiver,2040,154.76302400697577,0.0,0.0
Menores,NAR-PUT,RunofRiver,2045,154.76302400697577,0.0,0.0
Menores,SANT-ARA,RunofRiver,2020,123.5503132828798,0.0,0.0
Menores,SANT-ARA,RunofRiver,2025,123.55031328287976,0.0,0.0
Menores,SANT-ARA,RunofRiver,2030,123.55031328287978,0.0,0.0
Menores,SANT-ARA,RunofRiver,2035,123.55031328287976,0.0,0.0
Menores,SANT-ARA,RunofRiver,2040,123.55031328287977,0.0,0.0
Menores,SANT-ARA,RunofRiver,2045,123.55031328287977,0.0,0.0
Menores,VALLE,RunofRiver,2020,695.5232373019345,0.0,0.0
Menores,VALLE,RunofRiver,2025,695.5232373019343,0.0,0.0
Menores,VALLE,RunofRiver,2030,695.5232373019345,0.0,0.0
